Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue
NB5R3_MOUSE,B6_T1_fasted - B6_T1_fed,0.021642677,0.091371197,0.23686542,293,0.812926715,0.895184202
NC2A_MOUSE,B6_T1_fasted - B6_T1_fed,-0.213159553,0.30520081,-0.698423945,82,0.486888145,0.655426349
NCEH1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NCLN_MOUSE,B6_T1_fasted - B6_T1_fed,-0.168298754,0.050053343,-3.362387864,120,0.001037317,0.005866535
NCPR_MOUSE,B6_T1_fasted - B6_T1_fed,0.076091386,0.065058243,1.169588708,274,0.24318292,0.413857171
NDKA_MOUSE,B6_T1_fasted - B6_T1_fed,0.096519333,0.055984203,1.724045865,215,0.086136961,0.206206248
NDKB_MOUSE,B6_T1_fasted - B6_T1_fed,-0.076470232,0.151352355,-0.505246398,248,0.613834495,0.754469612
NDRG1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.129237471,0.095383158,-1.354929675,247,0.176677874,0.337134764
NDRG2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.166597438,0.082492968,-2.019535028,209,0.044708518,0.127199849
NDUA2_MOUSE,B6_T1_fasted - B6_T1_fed,0.238069215,0.048644715,4.894040649,195,2.06E-06,2.52E-05
NDUA3_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NDUA4_MOUSE,B6_T1_fasted - B6_T1_fed,0.056930684,0.035945869,1.583789352,216,0.114704671,0.251509651
NDUA5_MOUSE,B6_T1_fasted - B6_T1_fed,-0.425758142,0.292952659,-1.453334281,71,0.150536833,0.30058754
NDUA6_MOUSE,B6_T1_fasted - B6_T1_fed,0.054524285,0.143098958,0.38102503,191,0.70360815,0.822611248
NDUA7_MOUSE,B6_T1_fasted - B6_T1_fed,0.235678704,0.102983168,2.288516743,219,0.023061247,0.075314459
NDUA8_MOUSE,B6_T1_fasted - B6_T1_fed,0.315189744,0.108727601,2.898893569,156,0.004284861,0.019245563
NDUA9_MOUSE,B6_T1_fasted - B6_T1_fed,0.179252715,0.151118435,1.186173713,167,0.237238555,0.407102238
NDUAA_MOUSE,B6_T1_fasted - B6_T1_fed,0.109099478,0.070085654,1.556659206,274,0.120705676,0.258555461
NDUAB_MOUSE,B6_T1_fasted - B6_T1_fed,-0.279885061,0.114145188,-2.452009285,30,0.020243581,0.0680287
NDUAC_MOUSE,B6_T1_fasted - B6_T1_fed,0.189256064,0.14077492,1.344387645,184,0.18047814,0.341583275
NDUAD_MOUSE,B6_T1_fasted - B6_T1_fed,0.112754565,0.071022197,1.587596124,265,0.11357011,0.24990813
NDUB3_MOUSE,B6_T1_fasted - B6_T1_fed,0.168478491,0.07665896,2.197766476,253,0.028872215,0.090164913
NDUB4_MOUSE,B6_T1_fasted - B6_T1_fed,0.125778817,0.051017775,2.465392055,191,0.014569051,0.052273867
NDUB5_MOUSE,B6_T1_fasted - B6_T1_fed,0.168087338,0.043379359,3.874823009,60,0.000266698,0.001910137
NDUB6_MOUSE,B6_T1_fasted - B6_T1_fed,0.186888139,0.181219087,1.031282865,80,0.305515949,0.487721244
NDUB7_MOUSE,B6_T1_fasted - B6_T1_fed,0.107409972,0.073913707,1.453180685,160,0.148132085,0.297386383
NDUB8_MOUSE,B6_T1_fasted - B6_T1_fed,-0.072570339,0.071892315,-1.009431104,180,0.314122929,0.494168014
NDUB9_MOUSE,B6_T1_fasted - B6_T1_fed,0.430165658,0.133711669,3.217113822,200,0.001510446,0.0080283
NDUBA_MOUSE,B6_T1_fasted - B6_T1_fed,0.01587144,0.072631598,0.218519766,172,0.827283221,0.900592943
NDUBB_MOUSE,B6_T1_fasted - B6_T1_fed,-0.07792198,0.053837358,-1.447358903,120,0.150403843,0.30058754
NDUC2_MOUSE,B6_T1_fasted - B6_T1_fed,0.160902776,0.08718851,1.845458501,234,0.066234263,0.169702428
NDUS1_MOUSE,B6_T1_fasted - B6_T1_fed,0.105458393,0.131592281,0.801402579,262,0.423624822,0.601471082
NDUS2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.372170065,0.129418555,-2.8757087,181,0.004515031,0.020036799
NDUS3_MOUSE,B6_T1_fasted - B6_T1_fed,0.105445512,0.080507755,1.309755951,265,0.191412719,0.354715878
NDUS4_MOUSE,B6_T1_fasted - B6_T1_fed,0.301181576,0.123661575,2.435530807,70,0.017419734,0.060180077
NDUS5_MOUSE,B6_T1_fasted - B6_T1_fed,0.318690119,0.085003245,3.749152388,196,0.000233456,0.001718499
NDUS6_MOUSE,B6_T1_fasted - B6_T1_fed,-0.250929737,0.311156349,-0.806442607,91,0.422090259,0.60090363
NDUS7_MOUSE,B6_T1_fasted - B6_T1_fed,0.159338737,0.078756077,2.023192927,216,0.044285411,0.126578485
NDUS8_MOUSE,B6_T1_fasted - B6_T1_fed,0.011106745,0.05913209,0.187829404,210,0.851191751,0.9142795
NDUV1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.142819908,0.122028091,-1.170385503,243,0.242992398,0.413857171
NDUV2_MOUSE,B6_T1_fasted - B6_T1_fed,0.040805044,0.174001039,0.234510348,207,0.814820597,0.895964557
NDUV3_MOUSE,B6_T1_fasted - B6_T1_fed,0.084926286,0.113708405,0.746877822,175,0.456139583,0.626537047
NEDD4_MOUSE,B6_T1_fasted - B6_T1_fed,-0.228805089,0.144221707,-1.586481633,216,0.114092913,0.250761083
NEDD8_MOUSE,B6_T1_fasted - B6_T1_fed,0.223588917,0.093503171,2.391244216,201,0.017713638,0.060962522
NEMF_MOUSE,B6_T1_fasted - B6_T1_fed,0.860151796,0.218693065,3.933146199,55,0.000237184,0.001739035
NEUA_MOUSE,B6_T1_fasted - B6_T1_fed,0.110743702,0.121908487,0.908416672,209,0.364704417,0.542523411
NEUL_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NFS1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NFU1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NGLY1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.230441342,0.128438145,-1.794181487,25,0.084888159,0.204665882
NH2L1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.103844599,0.127522517,-0.81432363,183,0.41651797,0.596633849
NHLC2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.18032792,0.107101627,-1.683708492,40,0.100027761,0.229359081
NHRF1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.068491254,0.040260297,-1.701210858,216,0.090342417,0.213212702
NHRF3_MOUSE,B6_T1_fasted - B6_T1_fed,0.040963969,0.112429492,0.364352525,153,0.716097844,0.829763671
NINJ1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NIPS1_MOUSE,B6_T1_fasted - B6_T1_fed,0.144019246,0.042636061,3.377874077,215,0.000867076,0.005010671
NIT1_MOUSE,B6_T1_fasted - B6_T1_fed,0.066221661,0.120748757,0.548425195,189,0.584047199,0.731044234
NIT2_MOUSE,B6_T1_fasted - B6_T1_fed,0.015505032,0.084488613,0.183516236,270,0.854530719,0.915462569
NLTP_MOUSE,B6_T1_fasted - B6_T1_fed,-0.091422929,0.044855927,-2.038146001,216,0.042754036,0.122768942
NMD3_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NMRL1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NMT1_MOUSE,B6_T1_fasted - B6_T1_fed,0.758182614,0.223291344,3.395485922,127,0.000914758,0.005269804
NNRD_MOUSE,B6_T1_fasted - B6_T1_fed,0.016452873,0.115150702,0.142881224,211,0.886520337,0.931197749
NNTM_MOUSE,B6_T1_fasted - B6_T1_fed,0.196956212,0.07953928,2.47621317,241,0.013966243,0.050501717
NOL6_MOUSE,B6_T1_fasted - B6_T1_fed,-0.888394261,0.112198753,-7.91804042,55,1.19E-10,3.55E-09
NOMO1_MOUSE,B6_T1_fasted - B6_T1_fed,0.345247776,0.083780054,4.120882685,218,5.36E-05,0.000477726
NONO_MOUSE,B6_T1_fasted - B6_T1_fed,-0.14305523,0.114620177,-1.248080694,203,0.213439155,0.380701569
NP1L1_MOUSE,B6_T1_fasted - B6_T1_fed,0.049339013,0.080115159,0.615851153,275,0.538502141,0.698058331
NP1L4_MOUSE,B6_T1_fasted - B6_T1_fed,0.070825008,0.12906852,0.548739599,198,0.583802402,0.731044234
NPC1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NPC2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.2043222,0.129727384,-1.575012108,85,0.118968529,0.257210515
NPL4_MOUSE,B6_T1_fasted - B6_T1_fed,0.918245097,0.206672491,4.442996223,57,4.14E-05,0.000382094
NPM_MOUSE,B6_T1_fasted - B6_T1_fed,0.105321015,0.114953903,0.91620217,289,0.360324745,0.536905802
NPS3B_MOUSE,B6_T1_fasted - B6_T1_fed,1.149208169,0.233104899,4.930004367,146,2.21E-06,2.64E-05
NQO2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.178653418,0.114397265,-1.561693083,197,0.119965296,0.257950348
NSDHL_MOUSE,B6_T1_fasted - B6_T1_fed,-0.176416398,0.120885073,-1.459372888,156,0.146473213,0.295334576
NSF_MOUSE,B6_T1_fasted - B6_T1_fed,0.435752942,0.24016317,1.814403687,110,0.072341076,0.181586868
NSF1C_MOUSE,B6_T1_fasted - B6_T1_fed,-0.096476882,0.127510839,-0.756617101,225,0.450070803,0.623977085
NSUN2_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NT5C_MOUSE,B6_T1_fasted - B6_T1_fed,-0.289329626,0.160731076,-1.800085167,188,0.073450405,0.183132393
NTCP_MOUSE,B6_T1_fasted - B6_T1_fed,0.221877542,0.024496805,9.057407529,120,3.11E-15,1.86E-13
NTF2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.473528988,0.180508867,-2.623300433,207,0.009356396,0.036852316
NU107_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NU4M_MOUSE,B6_T1_fasted - B6_T1_fed,0.185691208,0.037312898,4.976595767,120,2.19E-06,2.63E-05
NU5M_MOUSE,B6_T1_fasted - B6_T1_fed,0.38889163,0.073314802,5.304408104,212,2.84E-07,4.28E-06
NUBP2_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
NUCB1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.239346755,0.223315006,-1.071789846,142,0.285632634,0.464372074
NUCG_MOUSE,B6_T1_fasted - B6_T1_fed,0.124554516,0.102699086,1.212810362,243,0.226380043,0.3958555
NUCKS_MOUSE,B6_T1_fasted - B6_T1_fed,0.422955381,0.098667516,4.286673062,75,5.33E-05,0.000477726
NUCL_MOUSE,B6_T1_fasted - B6_T1_fed,-0.07328298,0.072692259,-1.00812632,255,0.314349465,0.494168014
NUD12_MOUSE,B6_T1_fasted - B6_T1_fed,1.167668206,0.731023924,1.597305051,62,0.115282441,0.252478072
NUD14_MOUSE,B6_T1_fasted - B6_T1_fed,-0.310593355,0.110803234,-2.803107296,95,0.006135811,0.025986141
NUD19_MOUSE,B6_T1_fasted - B6_T1_fed,0.031514668,0.104617074,0.301238288,147,0.763658484,0.861146801
NUDC_MOUSE,B6_T1_fasted - B6_T1_fed,-0.027350371,0.051810051,-0.527897005,95,0.598801716,0.742498117
NUDC2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.059077395,0.073663846,-0.801986295,216,0.423442318,0.601471082
NUDT5_MOUSE,B6_T1_fasted - B6_T1_fed,0.060258755,0.074476301,0.809099728,115,0.420128604,0.59918742
NUDT7_MOUSE,B6_T1_fasted - B6_T1_fed,-0.558399225,0.05036604,-11.08682004,213,0,0
NUFP2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.193853858,0.069518427,-2.788524821,110,0.006240691,0.026310185
NUP53_MOUSE,B6_T1_fasted - B6_T1_fed,0.267317382,0.084249334,3.172931689,65,0.002305129,0.011252671
NUP93_MOUSE,B6_T1_fasted - B6_T1_fed,1.532018715,0.193319314,7.924809375,37,1.72E-09,4.16E-08
OAT_MOUSE,B6_T1_fasted - B6_T1_fed,0.267179053,0.08707131,3.068508494,243,0.002395196,0.011570541
OCAD1_MOUSE,B6_T1_fasted - B6_T1_fed,0.230600594,0.200122098,1.152299507,161,0.250906123,0.424023018
OCAD2_MOUSE,B6_T1_fasted - B6_T1_fed,0.301596665,0.081262292,3.711397489,203,0.000266164,0.001910137
OCTC_MOUSE,B6_T1_fasted - B6_T1_fed,0.13847001,0.111160598,1.245675286,195,0.214378264,0.381718038
ODB2_MOUSE,B6_T1_fasted - B6_T1_fed,0.078112435,0.108668165,0.718816177,263,0.472892337,0.642178101
ODBA_MOUSE,B6_T1_fasted - B6_T1_fed,-0.007790136,0.172994893,-0.045031015,165,0.96413704,0.979843416
ODBB_MOUSE,B6_T1_fasted - B6_T1_fed,0.277484115,0.149604432,1.85478539,174,0.065318979,0.168287092
ODO1_MOUSE,B6_T1_fasted - B6_T1_fed,0.128191974,0.112060852,1.143949669,207,0.253965638,0.426306241
ODO2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.009033917,0.091253176,-0.098998388,270,0.92121301,0.95527695
ODP2_MOUSE,B6_T1_fasted - B6_T1_fed,0.144539097,0.095357701,1.515756936,268,0.130759388,0.275164287
ODPA_MOUSE,B6_T1_fasted - B6_T1_fed,0.345601821,0.138589844,2.493702355,220,0.013378204,0.048755539
ODPB_MOUSE,B6_T1_fasted - B6_T1_fed,0.278102029,0.056019986,4.964335885,210,1.42E-06,1.80E-05
ODPX_MOUSE,B6_T1_fasted - B6_T1_fed,0.483910683,0.146567362,3.301626486,46,0.001864052,0.009493642
OLA1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.193123905,0.281770402,-0.685394573,99,0.494696742,0.662094125
OPA1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.080506585,0.164188319,-0.490330773,221,0.624386303,0.762780003
OPHN1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.018128126,0.085564781,-0.211864341,75,0.832787568,0.903404058
OPLA_MOUSE,B6_T1_fasted - B6_T1_fed,-0.11098488,0.240532184,-0.461413845,128,0.645284869,0.779806796
ORN_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
ORNT1_MOUSE,B6_T1_fasted - B6_T1_fed,0.138349684,0.128682894,1.075121017,169,0.283853076,0.462891548
OSBL1_MOUSE,B6_T1_fasted - B6_T1_fed,0.210204683,0.213481548,0.984650361,90,0.327435538,0.504060517
OSBL9_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
OST48_MOUSE,B6_T1_fasted - B6_T1_fed,0.03775563,0.062205015,0.606954769,292,0.544352572,0.701719264
OSTF1_MOUSE,B6_T1_fasted - B6_T1_fed,0.22418222,0.059409264,3.773522925,115,0.000256112,0.001855808
OTC_MOUSE,B6_T1_fasted - B6_T1_fed,0.137393305,0.02088105,6.579808264,216,3.51E-10,9.57E-09
OTU6B_MOUSE,B6_T1_fasted - B6_T1_fed,0.624889546,0.1204565,5.187678076,55,3.16E-06,3.67E-05
OTUB1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.457655989,0.307160142,-1.489958906,147,0.138377542,0.284110188
OXND1_MOUSE,B6_T1_fasted - B6_T1_fed,0.194128722,0.215989564,0.898787505,150,0.370206361,0.54862598
OXSM_MOUSE,B6_T1_fasted - B6_T1_fed,0.542598854,0.088816757,6.109194601,70,5.02E-08,8.96E-07
OXSR1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.295192016,0.175774274,-1.67938123,173,0.094882868,0.220318989
P20D1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.210092117,0.140611941,-1.494127139,251,0.136398443,0.281758476
P5CR3_MOUSE,B6_T1_fasted - B6_T1_fed,-0.157534012,0.113318735,-1.390185055,195,0.166057464,0.323908091
P5CS_MOUSE,B6_T1_fasted - B6_T1_fed,-0.088307044,0.08656201,-1.020159344,58,0.311889409,0.492806519
PA1B2_MOUSE,B6_T1_fasted - B6_T1_fed,0.051448166,0.065444278,0.786136962,115,0.433404125,0.609977077
PA2G4_MOUSE,B6_T1_fasted - B6_T1_fed,-0.537359862,0.141879541,-3.787437273,225,0.000195353,0.001455344
PA2G6_MOUSE,B6_T1_fasted - B6_T1_fed,-0.033138361,0.263194611,-0.125908203,65,0.90019323,0.939706495
PABP1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.018676966,0.043382453,-0.430518904,233,0.66721618,0.795367045
PACN2_MOUSE,B6_T1_fasted - B6_T1_fed,0.172019488,0.225806629,0.761799995,81,0.448391844,0.622114339
PACN3_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PAFA2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.13807596,0.083424185,-1.655107083,65,0.10272378,0.232839038
PAHX_MOUSE,B6_T1_fasted - B6_T1_fed,-0.060133614,0.163619397,-0.367521302,218,0.713586755,0.82916993
PAIP1_MOUSE,B6_T1_fasted - B6_T1_fed,0.01832334,0.100697825,0.181963607,35,0.856661092,0.915462569
PAIRB_MOUSE,B6_T1_fasted - B6_T1_fed,-0.288843555,0.081365271,-3.549961211,237,0.000464554,0.003013101
PALLD_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PAPS1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PAPS2_MOUSE,B6_T1_fasted - B6_T1_fed,0.108287057,0.150223495,0.720839685,178,0.471953793,0.641373104
PAQR9_MOUSE,B6_T1_fasted - B6_T1_fed,0.346976145,0.127788987,2.715227294,35,0.010215608,0.039479069
PARK7_MOUSE,B6_T1_fasted - B6_T1_fed,-0.057060745,0.059392107,-0.960746269,183,0.337947449,0.513846326
PARP1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.355816155,0.275272881,-1.292594293,65,0.200727467,0.36576567
PBLD1_MOUSE,B6_T1_fasted - B6_T1_fed,0.215582553,0.100925235,2.136061932,193,0.033934203,0.102022604
PBLD2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.082461828,0.075950964,-1.085724572,233,0.278722882,0.457144957
PCBP1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.069567327,0.03938695,-1.766253233,213,0.078785803,0.193317018
PCBP2_MOUSE,B6_T1_fasted - B6_T1_fed,0.136377112,0.083310708,1.636969782,213,0.103113363,0.233262547
PCCA_MOUSE,B6_T1_fasted - B6_T1_fed,0.332493378,0.14670757,2.266368245,230,0.024358838,0.078605564
PCCB_MOUSE,B6_T1_fasted - B6_T1_fed,0.531647995,0.120708225,4.404405703,234,1.61E-05,0.000164577
PCKGC_MOUSE,B6_T1_fasted - B6_T1_fed,0.545501601,0.107401647,5.079080402,245,7.52E-07,1.03E-05
PCKGM_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PCNA_MOUSE,B6_T1_fasted - B6_T1_fed,0.125687566,0.27243299,0.461352223,67,0.646040237,0.780211353
PCNP_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PCTL_MOUSE,B6_T1_fasted - B6_T1_fed,-0.016762221,0.066038454,-0.253825165,204,0.799886271,0.882682352
PCY2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.207209726,0.126509281,-1.637901381,130,0.103860524,0.23438111
PCYOX_MOUSE,B6_T1_fasted - B6_T1_fed,-0.18359844,0.089406721,-2.053519448,211,0.041255471,0.119389859
PDC10_MOUSE,B6_T1_fasted - B6_T1_fed,-0.243807622,0.14846576,-1.642180807,70,0.105037893,0.23617611
PDC6I_MOUSE,B6_T1_fasted - B6_T1_fed,0.04176182,0.130569754,0.319842986,223,0.749386816,0.85474359
PDCD4_MOUSE,B6_T1_fasted - B6_T1_fed,-0.255335414,0.133088034,-1.918545242,118,0.057457729,0.153800992
PDCD5_MOUSE,B6_T1_fasted - B6_T1_fed,0.112814813,0.08829119,1.277758435,138,0.203479874,0.368968881
PDCD6_MOUSE,B6_T1_fasted - B6_T1_fed,-0.166640902,0.321003255,-0.519125273,143,0.604475887,0.74753518
PDIA1_MOUSE,B6_T1_fasted - B6_T1_fed,0.036740453,0.071924546,0.51081939,297,0.609857014,0.752184017
PDIA3_MOUSE,B6_T1_fasted - B6_T1_fed,-0.139589543,0.059931515,-2.32915093,293,0.020530863,0.068869351
PDIA4_MOUSE,B6_T1_fasted - B6_T1_fed,-0.271593799,0.094467056,-2.875010708,214,0.004448107,0.01982638
PDIA5_MOUSE,B6_T1_fasted - B6_T1_fed,-0.186450552,0.134275047,-1.388571863,200,0.166507482,0.323913977
PDIA6_MOUSE,B6_T1_fasted - B6_T1_fed,-0.146909392,0.05005816,-2.934774093,205,0.003718517,0.017073882
PDIP2_MOUSE,B6_T1_fasted - B6_T1_fed,0.083137776,0.185322347,0.448611716,147,0.654372362,0.78589467
PDK1_MOUSE,B6_T1_fasted - B6_T1_fed,0.051882548,0.079366436,0.653708932,55,0.516023246,0.679845967
PDK2_MOUSE,B6_T1_fasted - B6_T1_fed,2.198179072,0.311309875,7.061064387,68,1.10E-09,2.76E-08
PDLI1_MOUSE,B6_T1_fasted - B6_T1_fed,0.296271073,0.246161989,1.203561421,165,0.23048305,0.399202669
PDLI5_MOUSE,B6_T1_fasted - B6_T1_fed,0.37806592,0.104007043,3.635003062,214,0.000348178,0.002392113
PDXD1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.207538208,0.167004925,-1.242707117,196,0.215460434,0.38260981
PDXK_MOUSE,B6_T1_fasted - B6_T1_fed,0.174495874,0.129256554,1.349996333,162,0.17890037,0.339158013
PEA15_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PEBP1_MOUSE,B6_T1_fasted - B6_T1_fed,0.134343446,0.069802261,1.924628855,287,0.055264212,0.148788264
PECI_MOUSE,B6_T1_fasted - B6_T1_fed,-0.490880464,0.252417429,-1.944716994,142,0.053785369,0.146723322
PECR_MOUSE,B6_T1_fasted - B6_T1_fed,-0.247430324,0.072821083,-3.397784203,282,0.000777204,0.004606115
PEDF_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PEF1_MOUSE,B6_T1_fasted - B6_T1_fed,0.58270347,0.204416939,2.850563518,122,0.005125679,0.022267294
PELP1_MOUSE,B6_T1_fasted - B6_T1_fed,0.261616244,0.209177333,1.250691174,55,0.216341779,0.383298949
PEPD_MOUSE,B6_T1_fasted - B6_T1_fed,-0.446825972,0.096339314,-4.638043933,191,6.51E-06,7.28E-05
PEPL1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.525583019,0.232741983,-2.258221793,130,0.025598366,0.081589293
PERQ2_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PEX1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PEX13_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PEX19_MOUSE,B6_T1_fasted - B6_T1_fed,-0.006059032,0.211680709,-0.028623451,171,0.977198286,0.98838758
PEX6_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PFD2_MOUSE,B6_T1_fasted - B6_T1_fed,0.027959033,0.068762445,0.406603242,171,0.684807852,0.80655147
PG12B_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PGAM1_MOUSE,B6_T1_fasted - B6_T1_fed,2.47E-05,0.047120005,0.000524871,216,0.999581698,0.999581698
PGAM5_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PGBM_MOUSE,B6_T1_fasted - B6_T1_fed,-0.27415892,0.144627074,-1.895626537,120,0.060414729,0.159415822
PGDH_MOUSE,B6_T1_fasted - B6_T1_fed,-0.242082687,0.118907556,-2.035889854,115,0.044059309,0.126126571
PGES2_MOUSE,B6_T1_fasted - B6_T1_fed,0.173118691,0.159034627,1.088559734,125,0.278442393,0.457089062
PGK1_MOUSE,B6_T1_fasted - B6_T1_fed,0.000358763,0.061351462,0.005847675,289,0.995338291,0.996412591
PGM1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.116820756,0.062286799,-1.87552994,273,0.061787057,0.161657251
PGP_MOUSE,B6_T1_fasted - B6_T1_fed,1.198231163,0.275118765,4.355323276,77,4.05E-05,0.000376332
PGPI_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PGRC1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.007792412,0.029528018,-0.263898908,216,0.792109419,0.877755658
PGRC2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.014968156,0.20066871,-0.074591378,140,0.94064631,0.968993162
PGS2_MOUSE,B6_T1_fasted - B6_T1_fed,-0.03504927,0.120274641,-0.291410303,60,0.771742631,0.866575412
PGTA_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PH4H_MOUSE,B6_T1_fasted - B6_T1_fed,-0.17128904,0.061218304,-2.798003695,208,0.005624946,0.024265757
PHAR4_MOUSE,B6_T1_fasted - B6_T1_fed,-0.357082259,0.058528305,-6.101018332,115,1.46E-08,2.97E-07
PHB_MOUSE,B6_T1_fasted - B6_T1_fed,0.13739991,0.037104669,3.703035637,211,0.000271994,0.001940576
PHB2_MOUSE,B6_T1_fasted - B6_T1_fed,0.186881666,0.11886043,1.572278219,210,0.117391455,0.254973857
PHLD_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PHS_MOUSE,B6_T1_fasted - B6_T1_fed,0.047136673,0.074595673,0.631895541,255,0.52802123,0.690260311
PHS2_MOUSE,B6_T1_fasted - B6_T1_fed,0.324939834,0.231747156,1.402130835,110,0.163691875,0.320304249
PHYD1_MOUSE,B6_T1_fasted - B6_T1_fed,-0.111551265,0.109943775,-1.014621019,207,0.311470973,0.492685816
PICA_MOUSE,B6_T1_fasted - B6_T1_fed,0.677375977,0.156103759,4.339267552,213,2.21E-05,0.000219019
PIGR_MOUSE,B6_T1_fasted - B6_T1_fed,0.199509979,0.090609275,2.201871481,173,0.028997214,0.090250229
PILRA_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PIN4_MOUSE,B6_T1_fasted - B6_T1_fed,-0.20904892,0.10467305,-1.997160876,110,0.048276838,0.135073205
PIPNB_MOUSE,B6_T1_fasted - B6_T1_fed,-0.397707366,0.069906109,-5.689164717,120,9.18E-08,1.59E-06
PLAK_MOUSE,B6_T1_fasted - B6_T1_fed,0.09154397,0.26681704,0.343096415,84,0.7323831,0.841220217
PLAP_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PLBL1_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PLCB_MOUSE,B6_T1_fasted - B6_T1_fed,-0.264927803,0.155328152,-1.705600691,203,0.089612007,0.212299198
PLEC1_MOUSE,B6_T1_fasted - B6_T1_fed,-1.30796993,0.715267862,-1.828643503,50,0.073420895,0.183132393
PLM_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
PLMN_MOUSE,B6_T1_fasted - B6_T1_fed,-0.214190201,0.208326606,-1.028146165,93,0.306547747,0.48861788
PLOD3_MOUSE,B6_T1_fasted - B6_T1_fed,NA,NA,NA,NA,NA,NA
