Gene_A	Gene_B
IRF3_MOUSE	RASL2_MOUSE
NEMO_MOUSE	RASL2_MOUSE
CD244_MOUSE	RASL2_MOUSE
GCDH_MOUSE	FXYD4_MOUSE
CCD94_MOUSE	CC130_MOUSE
EI2BB_MOUSE	MTNA_MOUSE
DGKE_MOUSE	KAPCB_MOUSE
SAP3_MOUSE	KAPCB_MOUSE
SPG7_MOUSE	KAPCB_MOUSE
KCRB_MOUSE	KAPCB_MOUSE
KAP3_MOUSE	KAPCB_MOUSE
PGCB_MOUSE	KAPCB_MOUSE
GRM6_MOUSE	CYTB_MOUSE
LOX12_MOUSE	SH2B2_MOUSE
JAG2_MOUSE	SH2B2_MOUSE
IMDH1_MOUSE	SH2B2_MOUSE
CERU_MOUSE	SH2B2_MOUSE
CD33_MOUSE	SH2B2_MOUSE
CADH4_MOUSE	PEX5_MOUSE
ARAF_MOUSE	PEX5_MOUSE
EFNB2_MOUSE	PEX5_MOUSE
AKT1_MOUSE	PEX5_MOUSE
RAPSN_MOUSE	PEX5_MOUSE
PEX19_MOUSE	PEX5_MOUSE
DNJC5_MOUSE	EAA2_MOUSE
CCL3_MOUSE	EAA2_MOUSE
NPAS1_MOUSE	EAA2_MOUSE
HLF_MOUSE	EAA2_MOUSE
CLCN3_MOUSE	EAA2_MOUSE
DGKE_MOUSE	E2AK4_MOUSE
SAP3_MOUSE	E2AK4_MOUSE
SPG7_MOUSE	E2AK4_MOUSE
KCRB_MOUSE	E2AK4_MOUSE
PGCB_MOUSE	E2AK4_MOUSE
KAPCB_MOUSE	E2AK4_MOUSE
RAC1_MOUSE	WDR1_MOUSE
RUVB2_MOUSE	WDR1_MOUSE
DGKE_MOUSE	NDRG1_MOUSE
SAP3_MOUSE	NDRG1_MOUSE
SPG7_MOUSE	NDRG1_MOUSE
KCRB_MOUSE	NDRG1_MOUSE
NDRG2_MOUSE	NDRG1_MOUSE
PGCB_MOUSE	NDRG1_MOUSE
KAPCB_MOUSE	NDRG1_MOUSE
E2AK4_MOUSE	NDRG1_MOUSE
CLCN3_MOUSE	MA2B1_MOUSE
DHSD_MOUSE	KLF5_MOUSE
KRIT1_MOUSE	KLF5_MOUSE
DLX3_MOUSE	KLF5_MOUSE
CPNS1_MOUSE	KLF5_MOUSE
AP1M1_MOUSE	KLF5_MOUSE
CLC10_MOUSE	PRDX2_MOUSE
TCF7_MOUSE	PRDX2_MOUSE
IL7RA_MOUSE	PRDX2_MOUSE
SPT6H_MOUSE	RPB1_MOUSE
SPT5H_MOUSE	RPB1_MOUSE
PP1G_MOUSE	RPB1_MOUSE
RPAB1_MOUSE	RPB1_MOUSE
RMD5B_MOUSE	SHBG_MOUSE
SORCN_MOUSE	SHBG_MOUSE
IFRD1_MOUSE	CORIN_MOUSE
ESAM_MOUSE	CORIN_MOUSE
SOX9_MOUSE	RIPK4_MOUSE
ITA3_MOUSE	RIPK4_MOUSE
HXC13_MOUSE	RIPK4_MOUSE
DSG4_MOUSE	RIPK4_MOUSE
JAG2_MOUSE	RIPK4_MOUSE
KLF4_MOUSE	RIPK4_MOUSE
HMOX2_MOUSE	RIPK4_MOUSE
ITA3_MOUSE	PRLR_MOUSE
PA1B2_MOUSE	PRLR_MOUSE
STA5A_MOUSE	PRLR_MOUSE
LBR_MOUSE	PRLR_MOUSE
HXK2_MOUSE	UBQL1_MOUSE
FGF23_MOUSE	FGFR4_MOUSE
FGF6_MOUSE	FGFR4_MOUSE
ITB7_MOUSE	FCERA_MOUSE
IL16_MOUSE	FCERA_MOUSE
IRF3_MOUSE	FCERA_MOUSE
NEMO_MOUSE	FCERA_MOUSE
CD244_MOUSE	FCERA_MOUSE
TULP3_MOUSE	THIOM_MOUSE
MCA3_MOUSE	THIOM_MOUSE
NU214_MOUSE	THIOM_MOUSE
CALR_MOUSE	THIOM_MOUSE
MNX1_MOUSE	EAA4_MOUSE
NCAN_MOUSE	EAA4_MOUSE
KCNN1_MOUSE	EAA4_MOUSE
EFNA2_MOUSE	EAA4_MOUSE
EAA2_MOUSE	EAA4_MOUSE
EAA2_MOUSE	EAA1_MOUSE
EAA4_MOUSE	EAA1_MOUSE
S19A1_MOUSE	IL5RA_MOUSE
NFAT5_MOUSE	IL5RA_MOUSE
CADH1_MOUSE	MSH6_MOUSE
RFA1_MOUSE	MSH6_MOUSE
MMP11_MOUSE	MSH6_MOUSE
COIA1_MOUSE	MSH6_MOUSE
DDB2_MOUSE	MSH6_MOUSE
TOP3A_MOUSE	MSH6_MOUSE
ANGL4_MOUSE	MLXPL_MOUSE
KAP3_MOUSE	MLXPL_MOUSE
STA5A_MOUSE	MLXPL_MOUSE
DGKE_MOUSE	NID1_MOUSE
SAP3_MOUSE	NID1_MOUSE
SPG7_MOUSE	NID1_MOUSE
KCRB_MOUSE	NID1_MOUSE
CO1A1_MOUSE	NID1_MOUSE
LAMB1_MOUSE	NID1_MOUSE
PGCB_MOUSE	NID1_MOUSE
KAPCB_MOUSE	NID1_MOUSE
E2AK4_MOUSE	NID1_MOUSE
NDRG1_MOUSE	NID1_MOUSE
HNRPD_MOUSE	HMOX1_MOUSE
IRF3_MOUSE	HMOX1_MOUSE
HMOX2_MOUSE	HMOX1_MOUSE
UFD1_MOUSE	HMOX1_MOUSE
DNM3L_MOUSE	PA1B3_MOUSE
REC8_MOUSE	PA1B3_MOUSE
BMP8B_MOUSE	PA1B3_MOUSE
PA1B2_MOUSE	PA1B3_MOUSE
PLAG1_MOUSE	PA1B3_MOUSE
DDR1_MOUSE	PA1B3_MOUSE
FANCL_MOUSE	PA1B3_MOUSE
PRLR_MOUSE	PA1B3_MOUSE
CLC10_MOUSE	I27RA_MOUSE
ICOSL_MOUSE	I27RA_MOUSE
TCF7_MOUSE	I27RA_MOUSE
IL27B_MOUSE	I27RA_MOUSE
IL7RA_MOUSE	I27RA_MOUSE
S19A1_MOUSE	KAPCA_MOUSE
KAP3_MOUSE	KAPCA_MOUSE
LIPS_MOUSE	KAPCA_MOUSE
PAX2_MOUSE	KAPCA_MOUSE
PHB2_MOUSE	KAPCA_MOUSE
CDC45_MOUSE	ASF1B_MOUSE
NQO1_MOUSE	DNJB1_MOUSE
DNJC5_MOUSE	MSH4_MOUSE
PSA_MOUSE	MSH4_MOUSE
ZP3_MOUSE	MSH4_MOUSE
PRLR_MOUSE	MSH4_MOUSE
MSH6_MOUSE	MSH4_MOUSE
DDB2_MOUSE	UBP40_MOUSE
ITA5_MOUSE	EVX1_MOUSE
SMO_MOUSE	EVX1_MOUSE
NICA_MOUSE	EVX1_MOUSE
CALR_MOUSE	EVX1_MOUSE
DAZP2_MOUSE	NDUS3_MOUSE
NDUA9_MOUSE	NDUS3_MOUSE
CCND2_MOUSE	NCPR_MOUSE
AIRE_MOUSE	NCPR_MOUSE
CP17A_MOUSE	NCPR_MOUSE
INSI2_MOUSE	NCPR_MOUSE
MLXPL_MOUSE	NCPR_MOUSE
HMOX1_MOUSE	NCPR_MOUSE
INS2_MOUSE	IGF1R_MOUSE
AKT1_MOUSE	IGF1R_MOUSE
PPAL_MOUSE	IGF1R_MOUSE
RAPSN_MOUSE	IGF1R_MOUSE
SNX9_MOUSE	IGF1R_MOUSE
NAB1_MOUSE	IGF1R_MOUSE
AKT2_MOUSE	IGF1R_MOUSE
PHB2_MOUSE	IGF1R_MOUSE
AKT1_MOUSE	INSR_MOUSE
SNX9_MOUSE	INSR_MOUSE
SH2B2_MOUSE	INSR_MOUSE
ITB7_MOUSE	FCER2_MOUSE
IL16_MOUSE	FCER2_MOUSE
STAT6_MOUSE	FCER2_MOUSE
IRF3_MOUSE	FCER2_MOUSE
CD79A_MOUSE	FCER2_MOUSE
NEMO_MOUSE	FCER2_MOUSE
CD244_MOUSE	FCER2_MOUSE
CDC45_MOUSE	TIF1B_MOUSE
GNA12_MOUSE	TIF1B_MOUSE
MYF5_MOUSE	TIF1B_MOUSE
HNRPD_MOUSE	TIF1B_MOUSE
SPG7_MOUSE	TIF1B_MOUSE
SNF5_MOUSE	TIF1B_MOUSE
OCRL_MOUSE	TIF1B_MOUSE
EFNB2_MOUSE	TIF1B_MOUSE
RD23A_MOUSE	TIF1B_MOUSE
STAT3_MOUSE	TIF1B_MOUSE
ITB7_MOUSE	ADCY9_MOUSE
IL16_MOUSE	ADCY9_MOUSE
IRF3_MOUSE	ADCY9_MOUSE
NEMO_MOUSE	ADCY9_MOUSE
CD244_MOUSE	ADCY9_MOUSE
RAF1_MOUSE	MEF2C_MOUSE
ACVL1_MOUSE	MEF2C_MOUSE
KRIT1_MOUSE	MEF2C_MOUSE
MK07_MOUSE	MEF2C_MOUSE
MEF2D_MOUSE	MEF2C_MOUSE
IFRD1_MOUSE	MEF2C_MOUSE
MF2NB_MOUSE	MEF2C_MOUSE
BRAF_MOUSE	MEF2C_MOUSE
PHB2_MOUSE	MEF2C_MOUSE
PAF1_MOUSE	CTR9_MOUSE
ACVL1_MOUSE	MRVI1_MOUSE
SGCA_MOUSE	MRVI1_MOUSE
HMOX2_MOUSE	MRVI1_MOUSE
SAP_MOUSE	MRVI1_MOUSE
PRS6A_MOUSE	PSMD4_MOUSE
RD23A_MOUSE	PSMD4_MOUSE
PAX3_MOUSE	PSMD4_MOUSE
INS2_MOUSE	INSRR_MOUSE
PAX2_MOUSE	INSRR_MOUSE
AQP1_MOUSE	INSRR_MOUSE
KAPCA_MOUSE	INSRR_MOUSE
INSR_MOUSE	INSRR_MOUSE
ACVL1_MOUSE	SNX6_MOUSE
RAF1_MOUSE	MTDC_MOUSE
SP1_MOUSE	MTDC_MOUSE
PLAK_MOUSE	MTDC_MOUSE
XPO2_MOUSE	MTDC_MOUSE
CUL3_MOUSE	MTDC_MOUSE
STA5A_MOUSE	KIT_MOUSE
PTN6_MOUSE	KIT_MOUSE
MATK_MOUSE	KIT_MOUSE
SH2B2_MOUSE	KIT_MOUSE
TOM40_MOUSE	TM40L_MOUSE
PIT1_MOUSE	NR1I3_MOUSE
PPR17_MOUSE	APOA2_MOUSE
APOE_MOUSE	APOA2_MOUSE
HSPB1_MOUSE	CISY_MOUSE
CLC10_MOUSE	SH21A_MOUSE
LCK_MOUSE	SH21A_MOUSE
TCF7_MOUSE	SH21A_MOUSE
IL7RA_MOUSE	SH21A_MOUSE
LY9_MOUSE	SH21A_MOUSE
CD244_MOUSE	SH21A_MOUSE
I27RA_MOUSE	SH21A_MOUSE
RAC1_MOUSE	PAR6A_MOUSE
DVL3_MOUSE	PAR6A_MOUSE
CDC45_MOUSE	AGRP_MOUSE
GNA12_MOUSE	AGRP_MOUSE
S10A4_MOUSE	AGRP_MOUSE
OCRL_MOUSE	AGRP_MOUSE
KLF4_MOUSE	AGRP_MOUSE
RD23A_MOUSE	AGRP_MOUSE
TIF1B_MOUSE	AGRP_MOUSE
FGF6_MOUSE	PRVA_MOUSE
SGCA_MOUSE	PRVA_MOUSE
IFRD1_MOUSE	PRVA_MOUSE
MRVI1_MOUSE	PRVA_MOUSE
RANB3_MOUSE	RANG_MOUSE
RBP2_MOUSE	RANG_MOUSE
LCK_MOUSE	CD3H_MOUSE
ITB7_MOUSE	CD3H_MOUSE
IL16_MOUSE	CD3H_MOUSE
CD3G_MOUSE	CD3H_MOUSE
IRF3_MOUSE	CD3H_MOUSE
CD79A_MOUSE	CD3H_MOUSE
NEMO_MOUSE	CD3H_MOUSE
PTN6_MOUSE	CD3H_MOUSE
CD244_MOUSE	CD3H_MOUSE
RFA1_MOUSE	MMP8_MOUSE
MMP11_MOUSE	MMP8_MOUSE
MMP14_MOUSE	MMP8_MOUSE
COIA1_MOUSE	MMP8_MOUSE
NQO1_MOUSE	MMP8_MOUSE
PLGF_MOUSE	MMP8_MOUSE
PGCB_MOUSE	MMP8_MOUSE
GP107_MOUSE	GP108_MOUSE
ITB7_MOUSE	TNF14_MOUSE
IL16_MOUSE	TNF14_MOUSE
IRF3_MOUSE	TNF14_MOUSE
NEMO_MOUSE	TNF14_MOUSE
CD244_MOUSE	TNF14_MOUSE
RAF1_MOUSE	GATA6_MOUSE
ACVL1_MOUSE	GATA6_MOUSE
SP1_MOUSE	GATA6_MOUSE
NKX21_MOUSE	GATA6_MOUSE
DLX3_MOUSE	GATA6_MOUSE
PLAK_MOUSE	GATA6_MOUSE
ESAM_MOUSE	GATA6_MOUSE
BRAF_MOUSE	GATA6_MOUSE
XPO2_MOUSE	GATA6_MOUSE
CUL3_MOUSE	GATA6_MOUSE
MTDC_MOUSE	GATA6_MOUSE
ERGI1_MOUSE	ERGI3_MOUSE
RNF17_MOUSE	SPO11_MOUSE
BT1A1_MOUSE	SPO11_MOUSE
KLH10_MOUSE	SPO11_MOUSE
PP1G_MOUSE	SPO11_MOUSE
ZP3_MOUSE	SPO11_MOUSE
RNF17_MOUSE	NCOA2_MOUSE
BT1A1_MOUSE	NCOA2_MOUSE
HXA10_MOUSE	NCOA2_MOUSE
NKX21_MOUSE	NCOA2_MOUSE
KLH10_MOUSE	NCOA2_MOUSE
HXC6_MOUSE	NCOA2_MOUSE
PA1B2_MOUSE	NCOA2_MOUSE
PP1G_MOUSE	NCOA2_MOUSE
ZP3_MOUSE	NCOA2_MOUSE
MSH4_MOUSE	NCOA2_MOUSE
MEF2C_MOUSE	NCOA2_MOUSE
SPO11_MOUSE	NCOA2_MOUSE
MNT_MOUSE	PR4A1_MOUSE
HXD13_MOUSE	PR4A1_MOUSE
REC8_MOUSE	PR4A1_MOUSE
STK11_MOUSE	PR4A1_MOUSE
PA1B2_MOUSE	PR4A1_MOUSE
PLAG1_MOUSE	PR4A1_MOUSE
DDR1_MOUSE	PR4A1_MOUSE
FANCL_MOUSE	PR4A1_MOUSE
PA1B3_MOUSE	PR4A1_MOUSE
KAT2B_MOUSE	NR2C1_MOUSE
CD97_MOUSE	NR2C1_MOUSE
BCAM_MOUSE	NR2C1_MOUSE
GRM3_MOUSE	NR2C1_MOUSE
NR2C2_MOUSE	NR2C1_MOUSE
PEX6_MOUSE	PEX1_MOUSE
PEX19_MOUSE	PEX1_MOUSE
PEX5_MOUSE	PEX1_MOUSE
DDR1_MOUSE	OTX1_MOUSE
CLCN3_MOUSE	OTX1_MOUSE
ITB7_MOUSE	ITAE_MOUSE
IL16_MOUSE	ITAE_MOUSE
IRF3_MOUSE	ITAE_MOUSE
NEMO_MOUSE	ITAE_MOUSE
CD244_MOUSE	ITAE_MOUSE
GCDH_MOUSE	CTNS_MOUSE
CLCN5_MOUSE	CTNS_MOUSE
CYTB_MOUSE	CTNS_MOUSE
CORIN_MOUSE	CTNS_MOUSE
OPRM_MOUSE	TRPV1_MOUSE
GRIA3_MOUSE	TRPV1_MOUSE
NR2F6_MOUSE	TRPV1_MOUSE
GCDH_MOUSE	TRPV1_MOUSE
HMOX2_MOUSE	TRPV1_MOUSE
AIRE_MOUSE	EPHB3_MOUSE
S19A1_MOUSE	EPHB3_MOUSE
ITA3_MOUSE	EPHB3_MOUSE
EFNB3_MOUSE	EPHB3_MOUSE
PAX2_MOUSE	EPHB3_MOUSE
TNFL6_MOUSE	DNAS1_MOUSE
TFE3_MOUSE	TYRP1_MOUSE
LMIP_MOUSE	TYRP1_MOUSE
TYRO_MOUSE	TYRP1_MOUSE
COIA1_MOUSE	PHOS_MOUSE
PPR17_MOUSE	PHOS_MOUSE
LMIP_MOUSE	PHOS_MOUSE
PPA5_MOUSE	PRG4_MOUSE
CNN1_MOUSE	PRG4_MOUSE
HXC8_MOUSE	PRG4_MOUSE
DLL3_MOUSE	PRG4_MOUSE
RABP2_MOUSE	PRG4_MOUSE
YKT6_MOUSE	SNAA_MOUSE
SORCN_MOUSE	CACO2_MOUSE
TAXB1_MOUSE	CACO2_MOUSE
ATPD_MOUSE	AT5G1_MOUSE
AXIN2_MOUSE	CRKL_MOUSE
PAX9_MOUSE	CRKL_MOUSE
FKB11_MOUSE	CRKL_MOUSE
STA5A_MOUSE	CRKL_MOUSE
CD33_MOUSE	CRKL_MOUSE
OTX1_MOUSE	CRKL_MOUSE
IL4_MOUSE	TSSP_MOUSE
IP3KC_MOUSE	TSSP_MOUSE
PIAS4_MOUSE	TSSP_MOUSE
COX5A_MOUSE	HTRA1_MOUSE
TGFB1_MOUSE	HTRA1_MOUSE
DHSD_MOUSE	ZBT17_MOUSE
ACV1B_MOUSE	ZBT17_MOUSE
HXK2_MOUSE	ZBT17_MOUSE
NU214_MOUSE	ZBT17_MOUSE
BMP8B_MOUSE	ZBT17_MOUSE
DVL3_MOUSE	ZBT17_MOUSE
CALR_MOUSE	ZBT17_MOUSE
PLOD3_MOUSE	ZBT17_MOUSE
MP2K1_MOUSE	ZBT17_MOUSE
CLCN4_MOUSE	CLCKB_MOUSE
CLCN5_MOUSE	CLCKB_MOUSE
CLCN3_MOUSE	CLCKB_MOUSE
HSPB1_MOUSE	HSPB7_MOUSE
BC11A_MOUSE	EPOR_MOUSE
IL4_MOUSE	EPOR_MOUSE
OCRL_MOUSE	EPOR_MOUSE
IP3KC_MOUSE	EPOR_MOUSE
RD23A_MOUSE	EPOR_MOUSE
STA5A_MOUSE	EPOR_MOUSE
PIAS4_MOUSE	EPOR_MOUSE
PRLR_MOUSE	EPOR_MOUSE
AGRP_MOUSE	EPOR_MOUSE
CRKL_MOUSE	EPOR_MOUSE
TSSP_MOUSE	EPOR_MOUSE
MOB3A_MOUSE	MOB1B_MOUSE
VATF_MOUSE	VATB2_MOUSE
EPN2_MOUSE	EP15R_MOUSE
FER_MOUSE	TEP1_MOUSE
KCRU_MOUSE	TEP1_MOUSE
DAZP2_MOUSE	TEP1_MOUSE
SEPR_MOUSE	TEP1_MOUSE
RHBG_MOUSE	TEP1_MOUSE
IRX2_MOUSE	TEP1_MOUSE
SPAG5_MOUSE	TEP1_MOUSE
MATK_MOUSE	TEP1_MOUSE
NR2C1_MOUSE	TEP1_MOUSE
GALT1_MOUSE	OSGEP_MOUSE
NAA20_MOUSE	OSGEP_MOUSE
SNF5_MOUSE	KMT2B_MOUSE
BCL6B_MOUSE	ZBT32_MOUSE
CLC10_MOUSE	ZBT32_MOUSE
TCF7_MOUSE	ZBT32_MOUSE
IL7RA_MOUSE	ZBT32_MOUSE
TFE3_MOUSE	GGT1_MOUSE
IL4_MOUSE	GGT1_MOUSE
PPAL_MOUSE	GGT1_MOUSE
CD36_MOUSE	GGT1_MOUSE
PTN6_MOUSE	GGT1_MOUSE
TYRO_MOUSE	GGT1_MOUSE
CTNS_MOUSE	GGT1_MOUSE
TYRP1_MOUSE	GGT1_MOUSE
GGT5_MOUSE	GGT1_MOUSE
GATA6_MOUSE	CRIP2_MOUSE
SPI1_MOUSE	MTG16_MOUSE
COIA1_MOUSE	FBLN1_MOUSE
NID1_MOUSE	FBLN1_MOUSE
GYS1_MOUSE	PGRC1_MOUSE
DNS2A_MOUSE	TIE2_MOUSE
CALR_MOUSE	TIE2_MOUSE
MP2K1_MOUSE	TIE2_MOUSE
MEF2C_MOUSE	TIE2_MOUSE
RFA1_MOUSE	TPOR_MOUSE
BC11A_MOUSE	TPOR_MOUSE
JAG2_MOUSE	TPOR_MOUSE
PIAS4_MOUSE	TPOR_MOUSE
EPOR_MOUSE	TPOR_MOUSE
AXIN2_MOUSE	CDC20_MOUSE
KI20A_MOUSE	CDC20_MOUSE
TMED4_MOUSE	CDC20_MOUSE
LIN7B_MOUSE	ATS4_MOUSE
EFNB3_MOUSE	ATS4_MOUSE
BID_MOUSE	ATS4_MOUSE
PFD5_MOUSE	PFD2_MOUSE
TCPG_MOUSE	PFD2_MOUSE
DNM3L_MOUSE	NEU1A_MOUSE
FOLR1_MOUSE	NEU1A_MOUSE
STK11_MOUSE	NEU1A_MOUSE
PA1B2_MOUSE	NEU1A_MOUSE
PRLR_MOUSE	NEU1A_MOUSE
PA1B3_MOUSE	NEU1A_MOUSE
MSH4_MOUSE	NEU1A_MOUSE
Z385A_MOUSE	EPHA2_MOUSE
PRVA_MOUSE	ACTN3_MOUSE
NCPR_MOUSE	NDOR1_MOUSE
ODP2_MOUSE	PDK1_MOUSE
PKN2_MOUSE	PDK1_MOUSE
CP51A_MOUSE	MVD1_MOUSE
BID_MOUSE	CY24A_MOUSE
SCMH1_MOUSE	SMBT1_MOUSE
ITIH3_MOUSE	ITIH1_MOUSE
MEOX1_MOUSE	IHH_MOUSE
NKX21_MOUSE	IHH_MOUSE
SMO_MOUSE	IHH_MOUSE
HXD13_MOUSE	IHH_MOUSE
HXD12_MOUSE	IHH_MOUSE
SHH_MOUSE	IHH_MOUSE
IGF1R_MOUSE	IHH_MOUSE
CCND2_MOUSE	ATP7B_MOUSE
KAP3_MOUSE	ATP7B_MOUSE
INSI2_MOUSE	ATP7B_MOUSE
MSH4_MOUSE	ATP7B_MOUSE
NCPR_MOUSE	ATP7B_MOUSE
LOX12_MOUSE	B3AT_MOUSE
CAH4_MOUSE	B3AT_MOUSE
KEAP1_MOUSE	B3AT_MOUSE
AP1M1_MOUSE	RUN3A_MOUSE
TFPT_MOUSE	RUN3A_MOUSE
CAH4_MOUSE	B3A3_MOUSE
B3AT_MOUSE	B3A3_MOUSE
UHRF1_MOUSE	CDT1_MOUSE
MCM2_MOUSE	CDT1_MOUSE
MTG16_MOUSE	MTG8_MOUSE
PAX2_MOUSE	APT_MOUSE
AQP1_MOUSE	APT_MOUSE
FXYD4_MOUSE	APT_MOUSE
KAPCA_MOUSE	APT_MOUSE
INSRR_MOUSE	APT_MOUSE
B3AT_MOUSE	APT_MOUSE
RAB5B_MOUSE	HFE_MOUSE
STAT6_MOUSE	HFE_MOUSE
FCGRN_MOUSE	HFE_MOUSE
INSI2_MOUSE	HFE_MOUSE
NFAT5_MOUSE	HFE_MOUSE
AQP1_MOUSE	HFE_MOUSE
RAC1_MOUSE	NPHN_MOUSE
SP1_MOUSE	APLP1_MOUSE
XPO2_MOUSE	APLP1_MOUSE
PHB2_MOUSE	APLP1_MOUSE
CUL3_MOUSE	APLP1_MOUSE
PLOD3_MOUSE	APLP1_MOUSE
MTDC_MOUSE	APLP1_MOUSE
CDC45_MOUSE	DPOLA_MOUSE
OCRL_MOUSE	CDC42_MOUSE
RAC1_MOUSE	CDC42_MOUSE
TOP3A_MOUSE	CDC42_MOUSE
DVL3_MOUSE	CDC42_MOUSE
CP17A_MOUSE	CDC42_MOUSE
DNJA3_MOUSE	CDC42_MOUSE
PAR6A_MOUSE	CDC42_MOUSE
NPHN_MOUSE	CDC42_MOUSE
HXB6_MOUSE	PKNX1_MOUSE
BC11A_MOUSE	PKNX1_MOUSE
PPARD_MOUSE	PKNX1_MOUSE
ANGL4_MOUSE	PKNX1_MOUSE
STA5A_MOUSE	PKNX1_MOUSE
AKT2_MOUSE	PKNX1_MOUSE
TPOR_MOUSE	PKNX1_MOUSE
SCMH1_MOUSE	GEMI_MOUSE
HXA10_MOUSE	GEMI_MOUSE
HXC8_MOUSE	GEMI_MOUSE
CDT1_MOUSE	GEMI_MOUSE
HXA10_MOUSE	CP27B_MOUSE
CO1A1_MOUSE	CP27B_MOUSE
HXC6_MOUSE	CP27B_MOUSE
CCND2_MOUSE	CDK4_MOUSE
MCM2_MOUSE	CDK4_MOUSE
CDN1B_MOUSE	CDK4_MOUSE
BAX_MOUSE	B4GN1_MOUSE
PAX2_MOUSE	B4GN1_MOUSE
IL5RA_MOUSE	B4GN1_MOUSE
MSH4_MOUSE	B4GN1_MOUSE
AKT1_MOUSE	TRMB_MOUSE
SP1_MOUSE	KINH_MOUSE
RAC1_MOUSE	KINH_MOUSE
NU214_MOUSE	KINH_MOUSE
XPO2_MOUSE	KINH_MOUSE
CUL3_MOUSE	KINH_MOUSE
PLOD3_MOUSE	KINH_MOUSE
MP2K1_MOUSE	KINH_MOUSE
NCOA2_MOUSE	KINH_MOUSE
ZBT17_MOUSE	KINH_MOUSE
APLP1_MOUSE	KINH_MOUSE
TY3H_MOUSE	TPH2_MOUSE
DNJC5_MOUSE	CN37_MOUSE
HXA4_MOUSE	CN37_MOUSE
HXC8_MOUSE	CN37_MOUSE
NAB1_MOUSE	CN37_MOUSE
EAA2_MOUSE	CN37_MOUSE
TY3H_MOUSE	SODM_MOUSE
RAF1_MOUSE	SODM_MOUSE
MK07_MOUSE	SODM_MOUSE
APBB3_MOUSE	SODM_MOUSE
PON1_MOUSE	SODM_MOUSE
TIE2_MOUSE	SODM_MOUSE
HXK2_MOUSE	TMCO6_MOUSE
UBQL1_MOUSE	TMCO6_MOUSE
GRM6_MOUSE	STABP_MOUSE
CHM1A_MOUSE	STABP_MOUSE
DOPO_MOUSE	STABP_MOUSE
ARAF_MOUSE	STABP_MOUSE
MPND_MOUSE	STABP_MOUSE
CYTB_MOUSE	STABP_MOUSE
TPH2_MOUSE	STABP_MOUSE
ITAE_MOUSE	EZH1_MOUSE
ITA5_MOUSE	HAP1_MOUSE
HXC13_MOUSE	HAP1_MOUSE
GRIA3_MOUSE	HAP1_MOUSE
NPAS1_MOUSE	HAP1_MOUSE
SPAG5_MOUSE	HAP1_MOUSE
PEX5_MOUSE	HAP1_MOUSE
CRIP1_MOUSE	HAP1_MOUSE
WNT9A_MOUSE	CTNB1_MOUSE
FER_MOUSE	CTNB1_MOUSE
AXIN2_MOUSE	CTNB1_MOUSE
CADH1_MOUSE	CTNB1_MOUSE
TCF7_MOUSE	CTNB1_MOUSE
PLAK_MOUSE	CTNB1_MOUSE
PRP6_MOUSE	CTNB1_MOUSE
SMD1_MOUSE	CTNB1_MOUSE
KLF4_MOUSE	CTNB1_MOUSE
BAX_MOUSE	CTNB1_MOUSE
PAX3_MOUSE	CTNB1_MOUSE
UBC12_MOUSE	CTNB1_MOUSE
DDR1_MOUSE	CHRD_MOUSE
CRKL_MOUSE	CHRD_MOUSE
HMOX1_MOUSE	PSMD2_MOUSE
SYFA_MOUSE	SYVC_MOUSE
BMP8B_MOUSE	MSH5_MOUSE
UFO_MOUSE	MSH5_MOUSE
LBR_MOUSE	MSH5_MOUSE
MSH6_MOUSE	MSH5_MOUSE
MSH4_MOUSE	MSH5_MOUSE
TM147_MOUSE	ABHGA_MOUSE
HXA4_MOUSE	NEUR1_MOUSE
PROD_MOUSE	NEUR1_MOUSE
GCDH_MOUSE	NEUR1_MOUSE
AQP1_MOUSE	NEUR1_MOUSE
FXYD4_MOUSE	NEUR1_MOUSE
APT_MOUSE	NEUR1_MOUSE
HFE_MOUSE	NEUR1_MOUSE
PRP6_MOUSE	LSM2_MOUSE
SMD1_MOUSE	LSM2_MOUSE
MCM2_MOUSE	DPOE1_MOUSE
DPOLA_MOUSE	DPOE1_MOUSE
RAPSN_MOUSE	AT1A2_MOUSE
NR2F6_MOUSE	AT1A2_MOUSE
HMOX2_MOUSE	AT1A2_MOUSE
NDRG2_MOUSE	AT1A2_MOUSE
PRVA_MOUSE	CASQ1_MOUSE
ACTN3_MOUSE	CASQ1_MOUSE
STXB2_MOUSE	STX1A_MOUSE
SNAA_MOUSE	STX1A_MOUSE
DEN1C_MOUSE	DEN2C_MOUSE
SAAL1_MOUSE	MARK3_MOUSE
GATA6_MOUSE	GATD1_MOUSE
TOP3A_MOUSE	MPRD_MOUSE
CP17A_MOUSE	MPRD_MOUSE
DNJA3_MOUSE	MPRD_MOUSE
CDC42_MOUSE	MPRD_MOUSE
ITA3_MOUSE	MC5R_MOUSE
APOE_MOUSE	MC5R_MOUSE
PRLR_MOUSE	MC5R_MOUSE
AGRP_MOUSE	MC5R_MOUSE
GGT1_MOUSE	MC5R_MOUSE
GNA12_MOUSE	2AAA_MOUSE
PRDX2_MOUSE	2AAA_MOUSE
NR1I3_MOUSE	2AAA_MOUSE
OXA1L_MOUSE	GTPB3_MOUSE
ACVL1_MOUSE	TGFR1_MOUSE
BRAF_MOUSE	TGFR1_MOUSE
NICA_MOUSE	TGFR1_MOUSE
